등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
1등급,갈라지다,동사,動詞,고유어,,,,"[1]「1」쪼개지거나 금이 가다.
[1]「2」몹시 거칠게 되거나 날카롭게 되다.
[2]둘 이상으로 나누어지다.
[3]헤어지거나 긴밀한 관계가 끊어지다.",1. 割れたりひびが入る。 2. 非常に荒くなったり鋭くなる。 3. 二つ以上に分かれる。 4. 別れたり、親密な関係が断絶する。,割れる,等級:1 語種:固有語 品詞:動詞
1등급,갈매기,명사,名詞,고유어,,,,"「1」갈매깃과의 새를 통틀어 이르는 말. 괭이갈매기, 붉은부리갈매기, 재갈매기, 제비갈매기 따위가 있다.
「2」갈매깃과의 새. 몸의 길이는 45cm, 편 날개의 길이는 115cm 정도이다. 머리와 몸은 대체로 흰색, 등과 날개는 회색, 부리와 다리는 노란색이다. 물갈퀴가 있어 헤엄을 잘 치고 물고기를 잡아먹는다. 해안, 항구에 사는데 북반구에 분포한다.
「3」사병 또는 부사관의 계급장에서, ‘V’ 자 모양의 표지를 속되게 이르는 말.",1. カモメ科の鳥の総称。オオセグロカモメ、ウミネコ、ユリカモメなどがある。 2. カモメ科の鳥。体長約45cm、翼開長約115cm。頭と体は概ね白色、背と翼は灰色、くちばしと足は黄色。水かきがあり、泳ぎが得意で魚を食べる。海岸や港に生息し、北半球に分布する。 3. 軍隊の兵士や下士官の階級章で、「V」字型の標識を俗に言う。,カモメ,等級:1 語種:固有語 品詞:名詞
1등급,갈비,명사,名詞,고유어,,,,"「1」소나 돼지, 닭 따위의 가슴통을 이루는 좌우 열두 개의 굽은 뼈와 살을 식용으로 이르는 말.
「2」몸이 야위어 뼈만 남은 것같이 마른 사람을 놀림조로 이르는 말.",1. 牛や豚、鶏などの胸部を形成する左右12本の湾曲した骨と肉を食用に言う。 2. 体が痩せて骨だけになったように痩せた人をからかって言う。,カルビ,等級:1 語種:固有語 品詞:名詞
1등급,갈수록,부사,副詞,고유어,,,,시간이 흐르거나 일이 진행됨에 따라 더욱더.,時間が経ったり、物事が進むにつれて、さらに。,ますます,等級:1 語種:固有語 品詞:副詞
1등급,갈아입다,동사,動詞,고유어,,,,입고 있던 옷을 벗고 다른 옷으로 바꾸어 입다.,着ていた服を脱いで、別の服に着替える。,着替える,等級:1 語種:固有語 品詞:動詞
1등급,갈아입히다,동사,動詞,고유어,,,,입고 있던 옷을 벗기고 다른 옷으로 바꾸어 입히다. ‘갈아입다’의 사동사.,着ていた服を脱がせて、別の服に着替えさせる。「着替える」の使役形。,着替えさせる,等級:1 語種:固有語 品詞:動詞
1등급,감,명사,名詞,고유어,,,,감나무의 열매. 모양은 둥글거나 둥글넓적하고 빛이 붉다. 익기 전에는 떫은맛이 나지만 익으면 단맛이 나며 그대로 먹기도 하고 껍질을 벗겨 곶감을 만들기도 한다.,柿の木の実。形は丸いか丸く平たく、色は赤い。熟す前は渋いが、熟すと甘くなり、そのまま食べたり、皮をむいて干し柿にしたりする。,柿,等級:1 語種:固有語 品詞:名詞
1등급,감기다,동사,動詞,고유어,,,,눈꺼풀이 내려와 눈동자가 덮이다. ‘감다01’의 피동사.,まぶたが下りて黒目を覆う。「目を閉じる」の受動態。,まぶたが閉じる,等級:1 語種:固有語 品詞:動詞
1등급,감기다,동사,動詞,고유어,,,,다른 사람의 머리를 물로 씻기다. ‘감다02’의 사동사.,他人の頭を水で洗わせる。「洗う」の使役形。,洗わせる,等級:1 語種:固有語 品詞:動詞
1등급,감다,동사,動詞,고유어,,,,눈꺼풀을 내려 눈동자를 덮다.,まぶたを下ろして黒目を覆う。,目を閉じる,等級:1 語種:固有語 品詞:動詞
1등급,감다,동사,動詞,고유어,,,,머리나 몸을 물로 씻다.,頭や体を水で洗う。,洗う,等級:1 語種:固有語 品詞:動詞
1등급,감다,동사,動詞,고유어,,,,"[1]「1」어떤 물체를 다른 물체에 말거나 빙 두르다.
[1]「2」(낮잡는 뜻으로) 옷을 입다.
[2]「1」시계태엽이나 테이프 따위를 작동하도록 돌리다.
[2]「2」뱀 따위가 자기 스스로를 또는 다른 물체를 빙빙 두르다.
[2]「3」씨름을 하거나 겨룰 때에 다리를 상대편의 다리에 걸다.",1. 物体を他の物体に巻きつけたり、ぐるりと囲む。 2. （見下す意味で）服を着る。 3. 時計のぜんまいやテープなどを作動させるために回す。 4. 蛇などが自分自身や他の物体をぐるぐると巻きつける。 5. 相撲や競技で、足を相手の足にかける。,巻く,等級:1 語種:固有語 品詞:動詞
1등급,감싸다,동사,動詞,고유어,,,,"「1」전체를 둘러서 싸다.
「2」흉이나 허물을 덮어 주다.
「3」편을 들어서 두둔하다.",1. 全体を包み込む。 2. 傷や過ちをかばう。 3. 味方をして擁護する。,包む,等級:1 語種:固有語 品詞:動詞
1등급,감자,명사,名詞,고유어,,,,"「1」가짓과의 여러해살이풀. 높이는 60~100cm이며, 잎은 겹잎이고 어긋난다. 초여름에 흰색 또는 자주색의 통꽃이 줄기 끝에 핀다. 비교적 찬 기후에서 잘 자라고 성장 기간이 짧다. 남아메리카 칠레가 원산지로 온대, 한대에서 널리 재배된다.
「2」‘「1」’의 덩이줄기. 둥글고 황록색ㆍ적색ㆍ갈색이며, 녹말이 많아 식용하거나 가공용으로 널리 쓴다.",1. ナス科の多年草。高さ60〜100cmで、葉は複葉で互生する。初夏に白または紫色の筒状の花が茎の先に咲く。比較的涼しい気候でよく育ち、生育期間が短い。南米チリが原産で、温帯、寒帯で広く栽培される。 2. 「1」の塊茎。丸く黄緑色・赤色・褐色で、デンプンが多く食用や加工用に広く使われる。,ジャガイモ,等級:1 語種:固有語 品詞:名詞
1등급,감자튀김,명사,名詞,고유어,,,,감자를 썰어서 기름에 튀겨 낸 음식.,ジャガイモを切り、油で揚げた料理。,フライドポテト,等級:1 語種:固有語 品詞:名詞
1등급,감추다,동사,動詞,고유어,,,,"「1」남이 보거나 찾아내지 못하도록 가리거나 숨기다.
「2」어떤 사실이나 감정 따위를 남이 모르게 하다.
「3」어떤 사물이나 현상 따위가 없어지거나 사라지다.",1. 他人が見たり見つけたりできないように隠す。 2. ある事実や感情などを他人に知らせない。 3. ある物事や現象などが消える、なくなる。,隠す,等級:1 語種:固有語 品詞:動詞
1등급,갑갑하다,형용사,形容詞,고유어,,,,"「1」옷 따위가 여유 없이 달라붙거나 압박하여 유쾌하지 못한 상태에 있다.
「2」좁고 닫힌 공간 속에 있어 꽉 막힌 느낌이 있다.
「3」너무 더디거나 지루하여 견디기에 진력이 나다.
「4」가슴이나 배 속이 꽉 막힌 듯이 불편하다.
「5」일이 뜻대로 되지 않아 답답하다.",1. 服などがきつく体に密着したり圧迫して、不快な状態にある。 2. 狭く閉じた空間にいて、息が詰まるような感じがある。 3. あまりにも遅かったり退屈で、我慢するのが嫌になる。 4. 胸や腹の中が詰まったように不快である。 5. 物事が思い通りにならず、もどかしい。,息苦しい,等級:1 語種:固有語 品詞:形容詞
1등급,갑자기,부사,副詞,고유어,,,,미처 생각할 겨를도 없이 급히.,考える間もなく、急に。,突然,等級:1 語種:固有語 品詞:副詞
1등급,값,명사,名詞,고유어,,,,"「1」사고파는 물건에 일정하게 매겨진 액수.
「2」물건을 사고팔 때 주고받는 돈.
「3」어떤 사물의 중요성이나 의의.
「4」노력이나 희생에 따른 대가.
「5」어떤 것에 합당한 노릇이나 구실.
「6」하나의 글자나 식이 취하는 수. 또는 그런 수치.
「7」‘가격’, ‘대금’, ‘비용’의 뜻을 나타내는 말.
「8」‘수치’의 뜻을 나타내는 말.
「9」‘-더라도’, ‘-ㄹ지언정’의 뜻을 나타내는 말.",1. 売買される物事に一定に定められた金額。 2. 物を売買する際にやり取りするお金。 3. ある物事の重要性や意義。 4. 努力や犠牲に伴う対価。 5. あることに対する当然の役割や名目。 6. 一つの文字や式が取る数値。またはそのような数値。 7. 「価格」「代金」「費用」の意味を表す言葉。 8. 「数値」の意味を表す言葉。 9. 「〜であっても」「〜であろうとも」の意味を表す言葉。,価格,等級:1 語種:固有語 品詞:名詞
1등급,강아지,명사,名詞,고유어,,,,"「1」개의 새끼.
「2」주로 어린 자식이나 손주를 귀엽게 이르는 말.
「3」‘자식01[Ⅰ]「1」’을 속되게 이르는 말.
「4」죄수들의 은어로, ‘담배「3」’를 이르는 말.",1. 犬の子供。 2. 主に子供や孫をかわいらしく言う言葉。 3. 「子供」を俗に言う言葉。 4. 囚人の隠語で、「タバコ」を言う言葉。,子犬,等級:1 語種:固有語 品詞:名詞
1등급,갖가지,명사,名詞,고유어,,,,‘가지가지01’의 준말.,「色々」の略語。,色々,等級:1 語種:固有語 品詞:名詞
1등급,갖다,동사,動詞/補助動詞,고유어,,,,"[Ⅰ][1]「1」‘가지다[Ⅰ][1]「1」’의 준말.
[Ⅰ][1]「2」‘가지다[Ⅰ][1]「2」’의 준말.
[Ⅰ][1]「3」‘가지다[Ⅰ][1]「3」’의 준말.
[Ⅰ][1]「4」‘가지다[Ⅰ][1]「4」’의 준말.
[Ⅰ][1]「5」‘가지다[Ⅰ][1]「5」’의 준말.
[Ⅰ][1]「6」‘가지다[Ⅰ][1]「6」’의 준말.
[Ⅰ][1]「7」‘가지다[Ⅰ][1]「7」’의 준말.
[Ⅰ][1]「8」‘가지다[Ⅰ][1]「8」’의 준말.
[Ⅰ][2]‘가지다[Ⅰ][2]’의 준말.
[Ⅰ][3]‘가지다[Ⅰ][3]’의 준말.
[Ⅱ]‘가지다[Ⅱ]’의 준말.",1. 「持つ」の略語。 2. 「持つ」の略語。 3. 「持つ」の略語。 4. 「持つ」の略語。 5. 「持つ」の略語。 6. 「持つ」の略語。 7. 「持つ」の略語。 8. 「持つ」の略語。 9. 「持つ」の略語。 10. 「持つ」の略語。 11. 「持つ」の略語。,持つ,等級:1 語種:固有語 品詞:動詞/補助動詞 risk:multi_pos
1등급,같다,형용사,形容詞,고유어,,,,"[1]서로 다르지 않고 하나이다.
[2]「1」다른 것과 비교하여 그것과 다르지 않다.
[2]「2」그런 부류에 속한다는 뜻을 나타내는 말.
[3]「1」‘-라면’의 뜻을 나타내는 말.
[3]「2」‘기준에 합당한’의 뜻을 나타내는 말.
[3]「3」‘지금의 마음이나 형편에 따르자면’의 뜻으로 쓰여 실제로는 그렇지 못함을 나타내는 말.
[3]「4」‘그 시간에 벌어진 일이나 상황 따위가 계속된다면’의 뜻으로 쓰여 그러한 상황이 지속되지 않기를 바라는 마음을 나타내는 말.
[3]「5」혼잣말로 남을 욕할 때, 그 말과 다름없다는 뜻을 나타내는 말.
[4]추측, 불확실한 단정을 나타내는 말.",1. 互いに異ならず、一つである。 2. 他のものと比較して、それと異ならない。 3. そのような部類に属するという意味を表す言葉。 4. 「〜ならば」の意味を表す言葉。 5. 「基準に合致する」の意味を表す言葉。 6. 「今の気持ちや状況からすれば」という意味で使われ、実際にはそうでないことを示す言葉。 7. 「その時に起こった出来事や状況などが続くとすれば」という意味で使われ、そのような状況が続かないことを願う気持ちを示す言葉。 8. 独り言で他人を罵る時に、その言葉と変わらないという意味を示す言葉。 9. 推測、不確かな断定を表す言葉。,同じ,等級:1 語種:固有語 品詞:形容詞
1등급,같아지다,동사,動詞,고유어,,,,같게 되다.,同じになる。,同じになる,等級:1 語種:固有語 品詞:動詞
1등급,같이,부사,副詞・助詞,고유어,,,,"[Ⅰ]「1」둘 이상의 사람이나 사물이 함께.
[Ⅰ]「2」어떤 상황이나 행동 따위와 다름이 없이.
[Ⅱ]「1」‘앞말이 보이는 전형적인 어떤 특징처럼’의 뜻을 나타내는 격 조사.
[Ⅱ]「2」앞말이 나타내는 그때를 강조하는 격 조사.",둘 이상의 사람이나 사물이 함께. / 어떤 상황이나 행동 따위와 다름이 없이. / ‘앞말이 보이는 전형적인 어떤 특징처럼’의 뜻을 나타내는 격 조사. / 앞말이 나타내는 그때를 강조하는 격 조사.,一緒に,等級:1 語種:固有語 品詞:副詞・助詞 risk:multi_pos
