등급,어휘,품사,日本語品詞,어종,원어,日本の漢字,外来語,의미,定義の日本語訳,日本語訳,tags
2등급,걷다,동사,動詞,고유어,,,,"[1]「1」‘거두다02[1]「1」’의 준말.
[1]「2」‘거두다02[1]「2」’의 준말.
[2]‘거두다02[2]’의 준말.",「収める」の略。「収める」の略。「収める」の略。,収める,等級:2 語種:固有語 品詞:動詞
2등급,걸려들다,동사,動詞,고유어,,,,"「1」그물이나 낚시 따위에 걸리어 벗어나지 못하게 되다.
「2」어떤 꾀나 꾸며 놓은 구렁에 빠지다.
「3」피하지 못하고 맞닥치다.",網や釣り針などに引っかかって抜けなくなる。ある策略や仕掛けに陥る。避けられずに直面する。,引っかかる,等級:2 語種:固有語 品詞:動詞
2등급,검,명사,名詞,한자어,劍,剣,,"「1」무기로 쓰는 크고 긴 칼. 칼날이 양쪽에 있는 것을 이른다.
「2」의장(儀仗)으로 쓰는 큰 칼.",武器として使う大きくて長い刀。刃が両側にあるものを指す。儀仗として使う大きな刀。,剣,等級:2 語種:漢字語 品詞:名詞
2등급,검토,명사,名詞,한자어,檢討,検討,,어떤 사실이나 내용을 분석하여 따짐.,ある事実や内容を分析して吟味すること。,検討,等級:2 語種:漢字語 品詞:名詞
2등급,검토하다,동사,動詞,혼종어,檢討하다,,,어떤 사실이나 내용을 분석하여 따지다.,ある事実や内容を分析して吟味する。,検討する,等級:2 語種:混種語 品詞:動詞
2등급,겁주다,동사,動詞,혼종어,怯주다,,,상대편에게 겁을 집어먹도록 하다.,相手に恐怖を与えるようにする。,脅かす,等級:2 語種:混種語 品詞:動詞
2등급,겉보기,명사,名詞,고유어,,,,겉으로 드러나 보이는 모양새.,外から現れて見える様子。,見た目,等級:2 語種:固有語 品詞:名詞
2등급,게다가,부사,副詞,고유어,,,,"[Ⅰ]그러한 데다가.
[Ⅱ]‘거기에다가’가 줄어든 말.",その上に。そこに加えて。,さらに,等級:2 語種:固有語 品詞:副詞 risk:multi_pos
2등급,게시판,명사,名詞,한자어,揭示板,掲示板,,"「1」여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판(板).
「2」인터넷상에서 여러 사람에게 알리는 글을 볼 수 있으면서, 자신의 글을 올릴 수도 있는 공간.",多くの人に知らせる内容を貼り出したり掲げたりして、皆が見られるように貼る板。インターネット上で、多くの人に知らせる文を見ることができ、自分の文を投稿することもできる空間。,掲示板,等級:2 語種:漢字語 品詞:名詞
2등급,겨울날,명사,名詞,고유어,,,,겨울철의 날. 또는 그날의 날씨.,冬の日のこと。またはその日の天気。,冬の日,等級:2 語種:固有語 品詞:名詞
2등급,겨울바람,명사,名詞,고유어,,,,겨울에 부는 찬 바람.,冬に吹く冷たい風。,冬の風,等級:2 語種:固有語 品詞:名詞
2등급,겨울잠,명사,名詞,고유어,,,,"「1」겨울이 되면 동물이 활동을 중단하고 땅속 따위에서 겨울을 보내는 일. 박쥐, 고슴도치, 다람쥐 따위의 포유류에서 볼 수 있으나 넓은 의미로는 곤충, 개구리, 뱀 따위의 변온 동물의 월동도 포함한다.
「2」발전이 없는 상태가 오랫동안 지속되는 일을 비유적으로 이르는 말.",冬になると動物が活動を中断し、地中などで冬を越すこと。コウモリ、ハリネズミ、リスなどの哺乳類で見られるが、広い意味では昆虫、カエル、ヘビなどの変温動物の越冬も含む。発展のない状態が長期間続くことを比喩的に言う言葉。,冬眠,等級:2 語種:固有語 品詞:名詞
2등급,겨자,명사,名詞,고유어,,,,"「1」십자화과의 한해살이풀 또는 두해살이풀. 높이는 1미터 정도이며, 봄에 십자 모양의 노란 꽃이 총상(總狀) 화서로 핀다. 씨는 누런 갈색으로 익는데 양념과 약재로 쓰고 잎과 줄기는 식용한다. 아시아가 원산지로 밭에서 가꾼다.
「2」겨자씨로 만든 양념. 겨자씨를 물에 불려 매에 갈아서 꿀이나 설탕, 소금과 초를 치고 더운 김을 들이면서 자꾸 저어 만든다.",アブラナ科の一年生または二年生植物。高さは1メートルほどで、春に十字型の黄色い花が総状花序で咲く。種は黄褐色に熟し、香辛料や薬材として使われ、葉や茎は食用にする。アジアが原産で畑で栽培する。からし種でできた香辛料。からし種を水に浸して練り、蜂蜜や砂糖、塩、酢を加えて熱い蒸気を当てながら絶えず混ぜて作る。,からし,等級:2 語種:固有語 品詞:名詞
2등급,격려,명사,名詞,한자어,激勵,激励,,용기나 의욕이 솟아나도록 북돋워 줌.,勇気や意欲が湧くように励ますこと。,激励,等級:2 語種:漢字語 品詞:名詞
2등급,격려하다,동사,動詞,혼종어,激勵하다,,,용기나 의욕이 솟아나도록 북돋게 하다.,勇気や意欲が湧くように励ます。,激励する,等級:2 語種:混種語 品詞:動詞
2등급,결론,명사,名詞,한자어,結論,結論,,"「1」말이나 글의 끝을 맺는 부분.
「2」최종적으로 판단을 내림. 또는 그 판단.
「3」추론에서 일정한 명제를 전제로 하여 이끌어 낸 판단.",言葉や文章の終わりを締めくくる部分。最終的に判断を下すこと。またはその判断。推論で、一定の命題を前提として導き出された判断。,結論,等級:2 語種:漢字語 品詞:名詞
2등급,결정되다,동사,動詞,혼종어,決定되다,,,행동이나 태도가 분명하게 정해지다.,行動や態度がはっきりと定められる。,決定される,等級:2 語種:混種語 品詞:動詞
2등급,결혼식장,명사,名詞,한자어,結婚式場,結婚式場,,결혼 예식을 치르는 장소.,結婚の儀式を行う場所。,結婚式場,等級:2 語種:漢字語 品詞:名詞
2등급,경계,명사,名詞,한자어,境界,境界,,"「1」사물이 어떠한 기준에 의하여 분간되는 한계.
「2」지역이 구분되는 한계.
「3」인과의 이치에 따라 스스로 받는 과보.",「1」物が何らかの基準によって区別される限界。 「2」地域が区分される限界。 「3」人との理によって自ら受ける報い。,境界,等級:2 語種:漢字語 品詞:名詞
2등급,경비원,명사,名詞,한자어,警備員,警備員,,경비의 임무를 맡은 사람.,警備の任務を担う人。,警備員,等級:2 語種:漢字語 品詞:名詞
2등급,경험,명사,名詞,한자어,經驗,経験,,"「1」자신이 실제로 해 보거나 겪어 봄. 또는 거기서 얻은 지식이나 기능.
「2」객관적 대상에 대한 감각이나 지각 작용에 의하여 깨닫게 되는 내용.",「1」自分が実際にやってみたり経験したりすること。または、そこから得た知識や技能。 「2」客観的な対象に対する感覚や知覚作用によって気づかされる内容。,経験,等級:2 語種:漢字語 品詞:名詞
2등급,경험하다,동사,動詞,혼종어,經驗하다,,,자신이 실제로 해 보거나 겪어 보다.,自分が実際にやってみたり経験したりする。,経験する,等級:2 語種:混種語 品詞:動詞
2등급,곁들이다,동사,動詞,고유어,,,,"「1」남이 하는 일이나 말을 좀 거들어 주게 하다. ‘곁들다[2]「2」’의 사동사.
「2」주된 음식에 다른 음식을 서로 어울리게 내어놓다.
「3」주로 하는 일 외에 다른 일을 겸하여 하다.",「1」他人がする仕事や言葉を少し手伝わせる。「곁들다[2]「2」」の使役動詞。 「2」主な食べ物に他の食べ物を調和させて出す。 「3」主な仕事の他に、他の仕事を兼ねて行う。,添える,等級:2 語種:固有語 品詞:動詞
2등급,계급,명사,名詞,한자어,階級,階級,,"「1」사회나 일정한 조직 내에서의 지위, 관직 따위의 단계.
「2」일정한 사회에서 신분, 재산, 직업 따위가 비슷한 사람들로 형성되는 집단. 또는 그렇게 나뉜 사회적 지위.
「3」통계 자료의 변량(變量)을 분류ㆍ정리하기 위하여 나눈 구간. 보통 변량을 같은 간격으로 나누어 얻는다.",「1」社会や一定の組織内での地位、官職などの段階。 「2」一定の社会で身分、財産、職業などが似た人々で形成される集団。または、そのように分かれた社会的地位。 「3」統計資料の変量を分類・整理するために分けた区間。通常、変量を同じ間隔で分けて得る。,階級,等級:2 語種:漢字語 品詞:名詞
2등급,계란찜,명사,名詞,혼종어,鷄卵찜,,,"달걀 푼 것에 새우젓이나 명란젓, 파, 깨 따위를 넣고 찐 음식.",溶き卵にあさりや明太子、ネギ、ごまなどを入れて蒸した料理。,茶碗蒸し,等級:2 語種:混種語 品詞:名詞
2등급,계좌,명사,名詞,한자어,計座,口座,,"「1」부기에서, 계정마다 금액의 증감을 차변과 대변으로 나누어 기록ㆍ계산하는 자리.
「2」금융 기관에 예금하려고 설정한 개인명이나 법인명의 계좌.",「1」簿記で、勘定ごとに金額の増減を借方と貸方に分けて記録・計算する場所。 「2」金融機関に預金するために設定した個人名や法人名の口座。,口座,等級:2 語種:漢字語 品詞:名詞
2등급,계획서,명사,名詞,한자어,計劃書,計画書,,계획한 내용을 담은 서류.,計画した内容を盛り込んだ書類。,計画書,等級:2 語種:漢字語 品詞:名詞
2등급,계획표,명사,名詞,한자어,計劃表,計画表,,앞으로 할 일의 절차나 방법 따위를 미리 헤아려 적은 표.,これから行うことの手順や方法などをあらかじめ推測して書き記した表。,計画表,等級:2 語種:漢字語 品詞:名詞
2등급,고객,명사,名詞,한자어,顧客,顧客,,"「1」상점 따위에 물건을 사러 오는 손님.
「2」단골로 오는 손님.",「1」店などに物を買いに来る客。 「2」常連の客。,顧客,等級:2 語種:漢字語 品詞:名詞
2등급,고급,명사,名詞,한자어,高級,高級,,"「1」물건이나 시설 따위의 품질이 뛰어나고 값이 비쌈.
「2」지위나 신분 또는 수준 따위가 높음.",「1」物や施設などの品質が優れており、値段が高いこと。 「2」地位や身分、または水準などが高いこと。,高級,等級:2 語種:漢字語 品詞:名詞
2등급,고독,명사,名詞,한자어,孤獨,孤独,,"「1」세상에 홀로 떨어져 있는 듯이 매우 외롭고 쓸쓸함.
「2」부모 없는 어린아이와 자식 없는 늙은이.",「1」世の中に一人で取り残されたように非常に寂しく、もの寂しいこと。 「2」両親のいない子供と子供のいない老人。,孤独,等級:2 語種:漢字語 品詞:名詞
2등급,고독하다,형용사,形容詞,혼종어,孤獨하다,,,세상에 홀로 떨어져 있는 듯이 매우 외롭고 쓸쓸하다.,世の中に一人で取り残されたように非常に寂しく、もの寂しい。,孤独だ,等級:2 語種:混種語 品詞:形容詞
2등급,고등학교,명사,名詞,한자어,高等學校,高等学校,,중학교를 졸업한 사람에게 고등 보통 교육과 실업 교육을 실시하는 학교. 인문계와 실업계의 두 종류가 있고 수업 연한은 3년이다.,中学校を卒業した人に高等普通教育と実業教育を行う学校。人文系と実業系の二種類があり、授業年限は3年である。,高等学校,等級:2 語種:漢字語 品詞:名詞
2등급,고등학생,명사,名詞,한자어,高等學生,高等学生,,고등학교에 다니는 학생.,高等学校に通う生徒。,高校生,等級:2 語種:漢字語 品詞:名詞
2등급,고릴라,명사,名詞,외래어,gorilla,,ゴリラ,성성잇속의 고릴라류에 속하는 동물을 통틀어 이르는 말. 아프리카의 숲에 사는데 서부고릴라와 동부고릴라 두 종이 있다.,類人猿のゴリラ科に属する動物の総称。アフリカの森に生息し、ニシゴリラとヒガシゴリラの二種がいる。,ゴリラ,等級:2 語種:外来語 品詞:名詞
2등급,고만,부사,副詞,고유어,,,,"「1」고 정도까지만.
「2」고대로 곧.
「3」고 정도로 하고.
「4」자신도 모르는 사이에. ‘그만02「4」’보다 작은 느낌을 준다.
「5」달리 해 볼 도리가 없이. ‘그만02「5」’보다 작은 느낌을 준다.
「6」고것으로 끝임을 나타내는 말.
「7」더할 나위 없이 좋음을 나타내는 말. ‘그만02「7」’보다 작은 느낌을 준다.",「1」その程度まで。 「2」そのようにすぐに。 「3」その程度にして。 「4」知らず知らずのうちに。「그만02「4」」より弱い感じを与える。 「5」他に打つ手がない。「그만02「5」」より弱い感じを与える。 「6」それで終わりであることを示す言葉。 「7」この上なく良いことを示す言葉。「그만02「7」」より弱い感じを与える。,そこまで,等級:2 語種:固有語 品詞:副詞
