순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급,일본어 뜻
2735,구분하다,동,동사,動詞,區分-,C,区分する
2494,구석,명,명사,名詞,,C,"隅, 片隅, 隅っこ"
4259,구석구석,명,명사,名詞,,C,隅々
853,구성,명,명사,名詞,構成,C,構成
1397,구성되다,동,동사,動詞,構成-,C,構成される
1684,구성하다,동,동사,動詞,構成-,C,構成する
1351,구속,명,명사,名詞,拘束,C,拘束
3346,구속되다,동,동사,動詞,拘束-,C,拘束される
4770,구속하다,동,동사,動詞,拘束-,C,拘束する
,구십,수,수사,数詞,九十,A,九十
2037,구역,명,명사,名詞,區域,C,区域
1076,구월,명,명사,名詞,九月,A,九月
5182,구입,명,명사,名詞,購入,C,購入
2229,구입하다,동,동사,動詞,購入-,C,"購入する, 買い求める, 買い上げる, 買収する"
350,구조,명,명사,名詞,構造,C,"救助, 救難, 救援, 救済"
5583,구청,명,명사,名詞,區廳,C,"区役所, 役所"
769,구체적,명,명사,名詞,具體的,B,具体的
1125,구하다,동,동사,動詞,"求-, 救-",B,求める
3732,국,명,명사,名詞,음식,B,"汁物, 吸い物"
141,국가,명,명사,名詞,國家,B,国家
8682,국가적,명,명사,名詞,國家的,C,国家的
8014,국기,명,명사,名詞,國旗,B,国旗
447,국내,명,명사,名詞,國內,B,国内
18114,국내선,명,명사,名詞,國內線,C,"国内線, 国内路線"
5584,국내외,명,명사,名詞,國內外,C,国内外
9934,국립,명,명사,名詞,國立,B,"国立, 国営"
3177,국물,명,명사,名詞,,B,"汁, 出し"
235,국민,명,명사,名詞,國民,B,国民
15251,국민적,명,명사,名詞,國民的,C,国民的
5723,국사,명,명사,名詞,國史,C,国史
3792,국산,명,명사,名詞,國産,C,国産
6022,국수,명,명사,名詞,,B,"麺, 麺類"
3108,국어,명,명사,名詞,國語,B,国語
4116,국왕,명,명사,名詞,國王,C,国王
4868,국적,명,명사,名詞,國籍,C,国籍
878,국제,명,명사,名詞,國際,B,国際
15255,국제선,명,명사,名詞,國際線,C,国際線
6023,국제적,명,명사,名詞,國際的,C,国際的
2647,국제화,명,명사,名詞,國際化,C,国際化
1126,국회,명,명사,名詞,國會,C,国会
2545,국회의원,명,명사,名詞,國會議員,B,国会議員
659,군,"의, 명","의존 명사, 명사","依存名詞, 名詞","君, 軍, 郡",B,君
1531,군대,명,명사,名詞,軍隊,B,軍隊
3519,군데,의,의존 명사,依存名詞,,B,ヶ所
1613,군사,명,명사,名詞,"軍士, 軍事",C,軍士
2434,군인,명,명사,名詞,軍人,A,軍人
3259,굳다,형,형용사,形容詞,,C,硬い
3260,굳어지다,동,동사,動詞,,C,固まる
2435,굳이,부,부사,副詞,,B,敢えて
5724,굳히다,동,동사,動詞,,C,固める
1937,굵다,형,형용사,形容詞,,B,太い
3261,굶다,동,동사,動詞,,C,飢える
1892,굽다,동,동사,動詞,익히다,B,焼く
2760,굽히다,동,동사,動詞,,C,曲げる
2990,궁극적,명,명사,名詞,窮極的,C,"究極的, 最終的"
1849,궁금하다,형,형용사,形容詞,,B,知りたい
1672,권,의,의존 명사,依存名詞,卷,A,冊
1451,권리,명,명사,名詞,權利,C,"権利, 権"
2153,권위,명,명사,名詞,權威,C,権威
6963,권투,명,명사,名詞,拳鬪,B,拳闘
2330,권하다,동,동사,動詞,勸-,B,勧める
840,귀,명,명사,名詞,,A,耳
7459,귀가,명,명사,名詞,歸家,C,帰宅
7188,귀가하다,동,동사,動詞,歸家-,C,帰宅する
5725,귀국,명,명사,名詞,歸國,B,帰国
3307,귀국하다,동,동사,動詞,歸國-,B,帰国する
3220,귀신,명,명사,名詞,鬼神,C,"魂, 霊魂"
2617,귀엽다,형,형용사,形容詞,,B,可愛い
4772,귀중하다,형,형용사,形容詞,貴重-,C,貴重だ
3679,귀찮다,형,형용사,形容詞,,C,面倒だ
3221,귀하다,형,형용사,形容詞,貴-,C,尊い
8685,귓속,명,명사,名詞,,C,耳の中
778,규모,명,명사,名詞,規模,C,規模
1552,규정,명,명사,名詞,規定,C,規定
2127,규칙,명,명사,名詞,規則,B,規則
4117,규칙적,명,명사,名詞,規則的,B,規則的
1778,균형,명,명사,名詞,均衡,C,均衡
10419,귤,명,명사,名詞,橘,C,みかん
9,그,"대, 관, 감","대명사, 관형사, 감탄사","代名詞, 冠形詞, 感嘆詞",,A,彼
5726,그간,명,명사,名詞,-間,C,"その間, 合間"
139,그거,대,대명사,代名詞,,A,それ
48,그것,대,대명사,代名詞,,A,"それ
"
860,그곳,대,대명사,代名詞,,A,そこ	
2307,그나마,부,부사,副詞,,C,"せめて,それでも
"
672,그날,명,명사,名詞,,A,その日
303,그냥,부,부사,副詞,,B,"そのまま
"
69,그녀,대,대명사,代名詞,-女,C,彼女
4183,그놈,대,대명사,代名詞,,C,"そいつ,あいつ"
2436,그늘,명,명사,名詞,,B,"陰, 物陰"
2852,그다음,명,명사,名詞,,B,"その次, その後"
2463,그다지,부,부사,副詞,,B,それほど
3852,그대,대,대명사,代名詞,,C,"貴方, 君, 汝"
340,그대로,부,부사,副詞,,B,そのまま
473,그동안,명,명사,名詞,,A,"その間, 合間"
187,그때,명,명사,名詞,,A,"その時, その時期"
6189,그때그때,부,부사,副詞,,C,その都度
330,그래,"감, 불","감탄사, 분석 불능","感嘆詞, 分析不能",그리하여,A,そう
692,그래도,불,분석 불능,分析不能,그리하여도,B,
134,그래서,"부, 불","부사, 분석 불능","副詞, 分析不能",그리하여서,A,
4586,그래야,불,분석 불능,分析不能,그리하여야,C,
8686,그래픽,명,명사,名詞,graphic,C,グラフィック
1553,그램,의,의존 명사,依存名詞,gram,B,グラム
34,그러나,부,부사,副詞,,A,"しかし
"
785,그러니까,부,부사,副詞,,A,それ故
79,그러다,동,동사,動詞,,C,
636,그러면,부,부사,副詞,,A,"だったら
"
1127,그러므로,부,부사,副詞,,B,"だから
"
426,그러하다,형,형용사,形容詞,,B,そのとおりだ
54,그런,관,관형사,冠形詞,,B,"そんな,そのような,そうした,そういう	"
4326,그런대로,부,부사,副詞,,C,"それなりに
"
142,그런데,부,부사,副詞,,A,"しかし
"
5727,그럴듯하다,형,형용사,形容詞,,C,もっともらしい
457,그럼,"부, 감","부사, 감탄사","副詞, 感嘆詞",'그러면'의 준말,A,"それなら,ならば
"
,그렇게,불,분석 불능,分析不能,그러하게,B,
38,그렇다,형,형용사,形容詞,,A,そのとおりだ
3393,그렇지,감,감탄사,感嘆詞,,B,"そうだとも,そうとも,やっぱり"
1120,그렇지만,부,부사,副詞,,A,"しかし
"
2888,그려지다,동,동사,動詞,,B,
6025,그루,의,의존 명사,依存名詞,,C,"本, 株"
879,그룹,명,명사,名詞,group,B,集まり
1563,그릇,명,명사,名詞,,A,"器, 食器, 入れ物"
1388,그리,부,부사,副詞,그러한 모양,B,"そう
"
52,그리고,부,부사,副詞,,A,"そして
"
439,그리다,동,동사,動詞,그림을 ~,A,描く
9484,그리로,부,부사,副詞,,C,"そっちに,そちらに
"
6752,그리움,명,명사,名詞,,C,"恋しさ, 懐かしさ"
7460,그리워하다,동,동사,動詞,,C,"慕う, 恋しがる"
1183,그리하여,부,부사,副詞,,C,その結果
362,그림,명,명사,名詞,,A,"絵, 絵画"
1504,그림자,명,명사,名詞,,B,影
3853,그립다,형,형용사,形容詞,,B,懐かしい
745,그만,부,부사,副詞,그 정도까지만,B,ここまで
1866,그만두다,동,동사,動詞,,B,止める・辞める
1532,그만큼,부,부사,副詞,,B,"それだけ
"
6550,그만하다,형,형용사,形容詞,,B,まずまずのところだ
2706,그분,대,대명사,代名詞,,A,"その方, あの方"
6754,그사이,명,명사,名詞,,C,その間
2308,그야말로,부,부사,副詞,,C,"それこそ,まさに"
2171,그이,대,대명사,代名詞,,C,"彼, 彼女"
1197,그저,부,부사,副詞,,C,"ずっと
"
20155,그저께,명,명사,名詞,,C,一昨日
6026,그전,명,명사,名詞,-前,C,"昔, その前, 以前"
4261,그제서야,부,부사,副詞,,C,
5866,그제야,부,부사,副詞,,C,"やっと,ようやく
"
1085,그중,명,명사,名詞,-中,B,その中
3027,그쪽,대,대명사,代名詞,,A,"そちら側, 向こう"
1150,그치다,동,동사,動詞,,B,"止む, 止まる"
3222,그토록,부,부사,副詞,,C,"あれほど
"
3794,그해,명,명사,名詞,,B,その年
2352,극,명,명사,名詞,劇,C,"極, 極み, 極限"
4118,극복,명,명사,名詞,克服,C,克服
1355,극복하다,동,동사,動詞,克服-,C,"克服する, 乗り越える"
5728,극작가,명,명사,名詞,劇作家,C,劇作家
2331,극장,명,명사,名詞,劇場,A,劇場
2991,극히,부,부사,副詞,極-,C,極めて
1260,근거,명,명사,名詞,根據,C,根拠
3912,근거하다,동,동사,動詞,根據-,C,根拠とする
8687,근교,명,명사,名詞,近郊,C,近郊
563,근데,부,부사,副詞,그런데,B,"しかし
"
4871,근래,명,명사,名詞,近來,C,"近来, 近頃, 最近, この頃"
3628,근로,명,명사,名詞,勤勞,C,"勤労, 労働"
1971,근로자,명,명사,名詞,勤勞者,B,勤労者
2707,근무,명,명사,名詞,勤務,B,勤務
2761,근무하다,동,동사,動詞,勤務-,B,勤務する
2378,근본,명,명사,名詞,根本,C,根本
1587,근본적,명,명사,名詞,根本的,C,根本的
2918,근원,명,명사,名詞,根源,C,根源
2648,근육,명,명사,名詞,筋肉,C,筋肉
1151,근처,명,명사,名詞,近處,A,"近所, 近く, 近辺, 付近"
252,글,명,명사,名詞,,B,"文, 文章, 文書, 文学"
1972,글쎄,감,감탄사,感嘆詞,,B,さあ
4119,글쎄요,감,감탄사,感嘆詞,,B,そうですね
2403,글쓰기,명,명사,名詞,,B,"作文, 物書き, 執筆, 著述, 著作"
3976,글씨,명,명사,名詞,,B,"字, 文字, 書"
1564,글자,명,명사,名詞,-字,B,字
4773,긁다,동,동사,動詞,,C,掻く
5323,금,명,명사,名詞,"~을 긋다, 金",B,金
,금강산,고,고유 명사,固有名詞,金剛山,C,金剛山
6029,금고,명,명사,名詞,金庫,C,"金庫, 金庫・金蔵"
3262,금년,명,명사,名詞,今年,B,今年
8018,금메달,명,명사,名詞,金medal,C,金メダル
1597,금방,부,부사,副詞,今方,B,今さっき
3571,금세,부,부사,副詞,,C,"すぐに
"
3913,금액,명,명사,名詞,金額,C,額
5868,금연,명,명사,名詞,禁煙,B,禁煙
7714,금요일,명,명사,名詞,金曜日,A,金曜日
2591,금지,명,명사,名詞,禁止,B,禁止
5586,금지되다,동,동사,動詞,禁止-,C,"禁じられる, 禁止される, 禁制される"
4774,금지하다,동,동사,動詞,禁止-,B,"禁止する, 禁制する"
4976,금하다,동,동사,動詞,禁-,C,"禁じる, 禁ずる"
1289,급,명,명사,名詞,級,A,級
5324,급격히,부,부사,副詞,急激-,C,急激に
5460,급속히,부,부사,副詞,急速-,C,急速に
5461,급증하다,동,동사,動詞,急增-,C,"急増する, 急騰する, 急上昇する"
2437,급하다,형,형용사,形容詞,急-,B,急ぎだ
4676,급히,부,부사,副詞,急-,C,"急ぎで, 急に"
3854,긋다,동,동사,動詞,금을 ~,C,付ける
2952,긍정적,명,명사,名詞,肯定的,B,肯定的
1607,기,명,명사,名詞,"氣, 旗",C,"気, 元気"
678,기간,명,명사,名詞,期間,B,期間
910,기계,명,명사,名詞,機械,B,機械
449,기관,명,명사,名詞,機關,C,機関
1250,기구,명,명사,名詞,"器具, 機構",C,器具
3263,기기,명,명사,名詞,機器,C,"機器・器機, 器具, 機械・器械"
4677,기념,명,명사,名詞,記念,C,記念
26081,기념일,명,명사,名詞,記念日,C,記念日
13162,기념품,명,명사,名詞,記念品,C,記念品
6757,기념하다,동,동사,動詞,記念-,C,"記念する, 記憶する"
531,기능,명,명사,名詞,"技能, 機能",C,機能
5085,기다,동,동사,動詞,,C,這う
298,기다리다,동,동사,動詞,,A,待つ
1442,기대,명,명사,名詞,期待,B,期待
3680,기대다,동,동사,動詞,의지하다,C,"頼る, 寄りかかる"
4977,기대되다,동,동사,動詞,期待-,C,"期待される, 望まれる, 見込まれる, 予想される"
1303,기대하다,동,동사,動詞,期待-,B,"期待する, 望む, 見込む, 予想する"
6758,기도,명,명사,名詞,祈禱,B,"祈り, 祈祷"
5587,기도하다,동,동사,動詞,祈禱-,C,"祈る, 祈祷する"
4328,기독교,명,명사,名詞,基督敎,C,キリスト教
3855,기둥,명,명사,名詞,,C,柱
1094,기록,명,명사,名詞,記錄,C,記録
4185,기록되다,동,동사,動詞,記錄-,C,記録される
1261,기록하다,동,동사,動詞,記錄-,B,記録する
882,기르다,동,동사,動詞,,B,"育てる, 飼う, 養う"
1893,기름,명,명사,名詞,,B,油・脂・膏
5326,기막히다,형,형용사,形容詞,氣-,C,呆れる
2853,기법,명,명사,名詞,技法,C,技法
842,기본,명,명사,名詞,基本,B,基本
1779,기본적,명,명사,名詞,基本的,C,基本的
525,기분,명,명사,名詞,氣分,A,"気分, 気持ち"
3308,기뻐하다,동,동사,動詞,,B,喜ぶ
1625,기쁘다,형,형용사,形容詞,,B,嬉しい
1633,기쁨,명,명사,名詞,,B,"喜び, うれしい気持ち"
1342,기사,명,명사,名詞,"技士, 記事",B,運転手
5588,기성,명,명사,名詞,旣成,C,既成
5870,기성세대,명,명사,名詞,旣成世代,C,既成世代
4776,기숙사,명,명사,名詞,寄宿舍,A,"寮, 寄宿舎"
328,기술,명,명사,名詞,技術,B,技術
4046,기술자,명,명사,名詞,技術者,C,技術者
5871,기술하다,동,동사,動詞,記述-,C,"記述する, 論述する, 描写する"
847,기억,명,명사,名詞,記憶,B,記憶
7464,기억나다,동,동사,動詞,記憶-,B,思い出す
9945,기억되다,동,동사,動詞,記憶-,C,"記憶される, 覚えられる"
1905,기억하다,동,동사,動詞,記憶-,B,"記憶する, 覚える"
292,기업,명,명사,名詞,企業,C,企業
9066,기업인,명,명사,名詞,企業人,C,企業人
5184,기여,명,명사,名詞,寄與,C,"寄与, 貢献"
2992,기여하다,동,동사,動詞,寄與-,C,"寄与する, 貢献する"
2379,기온,명,명사,名詞,氣溫,B,"気温, 温度"
2822,기운,명,명사,名詞,,B,"気, 勢い"
5732,기울다,동,동사,動詞,,C,"傾く, 偏る・片寄る"
1282,기울이다,동,동사,動詞,,C,傾ける
4587,기원,명,명사,名詞,起源,C,紀元
3067,기원전,명,명사,名詞,紀元前,C,紀元前
637,기자,명,명사,名詞,記者,B,記者
5733,기적,명,명사,名詞,奇跡,C,奇跡
779,기준,명,명사,名詞,基準,B,基準
2919,기차,명,명사,名詞,汽車,A,汽車
1235,기초,명,명사,名詞,基礎,B,基礎
8690,기초적,명,명사,名詞,基礎的,C,基礎的
3223,기초하다,동,동사,動詞,基礎-,C,基づく
7466,기침,명,명사,名詞,,B,咳
3068,기타,명,명사,名詞,"其他, guitar",B,ギター
5185,기호,명,명사,名詞,記號,C,"記号, 符号, 標識"
12347,기혼,명,명사,名詞,旣婚,C,既婚
770,기회,명,명사,名詞,機會,B,機会
2823,기획,명,명사,名詞,企劃,C,企画
2404,기후,명,명사,名詞,氣候,C,気候
3069,긴급,명,명사,名詞,緊急,C,緊急
2464,긴장,명,명사,名詞,緊張,B,緊張
6969,긴장감,명,명사,名詞,緊張感,C,緊張感
9069,긴장되다,동,동사,動詞,緊張-,C,緊張する
3856,긴장하다,동,동사,動詞,緊張-,B,緊張する
173,길,명,명사,名詞,도로,A,"道・路, 道路"
4588,길가,명,명사,名詞,,B,"道端, 路傍"
6760,길거리,명,명사,名詞,,B,"通り, 街頭, 街"
386,길다,형,형용사,形容詞,밤이 ~,A,長い
6374,길어지다,동,동사,動詞,,C,長引く
1283,길이,명,명사,名詞,,B,"長さ, 丈"
4405,김,"명, 의","명사, 의존 명사","名詞, 依存名詞","~이 서리다, 해초",B,海苔
7720,김밥,명,명사,名詞,,A,海苔巻き
2207,김치,명,명사,名詞,,A,キムチ
16599,김치찌개,명,명사,名詞,,B,キムチチゲ
,김포공항,고,고유 명사,固有名詞,金浦空港,B,金浦空港
461,깊다,형,형용사,形容詞,,B,深い
4980,깊숙이,부,부사,副詞,,C,深く
1634,깊이,"명, 부","명사, 부사","名詞, 副詞",,B,深く
9949,까다,동,동사,動詞,마늘을 ~,C,剥く
954,까닭,명,명사,名詞,,B,"理由, 訳, 原因"
26135,까만색,명,명사,名詞,-色,B,"黒, 黒色"
3264,까맣다,형,형용사,形容詞,,B,真っ黒い
9498,까먹다,동,동사,動詞,,C,"使い果たす, 無駄遣いする"
5872,까치,명,명사,名詞,,C,鵲
,깍두기,명,명사,名詞,,C,カクトゥギ
2465,깎다,동,동사,動詞,,A,剥く
5463,깔끔하다,형,형용사,形容詞,,C,すっきりしている
3180,깔다,동,동사,動詞,,C,敷く
2650,깔리다,동,동사,動詞,,C,敷かれる
9500,깜빡,부,부사,副詞,,B,ちらちら
2762,깜짝,부,부사,副詞,놀라는 모양,B,びっくり
9501,깡패,명,명사,名詞,-牌,C,"愚連隊, 粗暴者, やくざ者"
1939,깨끗이,부,부사,副詞,,B,きれいに
1471,깨끗하다,형,형용사,形容詞,,A,綺麗だ
9072,깨끗해지다,동,동사,動詞,,C,奇麗・綺麗になる
2277,깨다,동,동사,動詞,"술이 ~, 그릇을 ~",B,覚める
1139,깨닫다,동,동사,動詞,,C,"悟る, 目覚める"
4329,깨달음,명,명사,名詞,,C,"悟り・覚り, 正覚"
5589,깨뜨리다,동,동사,動詞,,C,"破る, 割る"
6375,깨소금,명,명사,名詞,,C,胡麻塩
3681,깨어나다,동,동사,動詞,,C,"覚める, 目覚める"
8322,깨어지다,동,동사,動詞,,C,"割れる, 砕ける, 破れる"
4495,깨우다,동,동사,動詞,,C,"覚ます, 起こす"
2792,깨지다,동,동사,動詞,깨어지다,B,"割れる, 砕ける, 破れる"
791,꺼내다,동,동사,動詞,,B,"出す, 取り出す, 持ち出す"
3795,꺼지다,동,동사,動詞,불이 ~,B,消える
3070,꺾다,동,동사,動詞,,C,折る
4262,껌,명,명사,名詞,gum,B,"ガム,チューインガム"
2309,껍질,명,명사,名詞,,B,皮
1828,꼬리,명,명사,名詞,,C,"尻尾, 尾"
4407,꼬마,명,명사,名詞,,C,"ちびっ子, 子供"
397,꼭,부,부사,副詞,"힘을 주는 모양, 반드시",A,きっちり
3796,꼭대기,명,명사,名詞,,B,"天辺, 頂, 頭頂"
