번호,순위,단어,단어번호,품사,품사 이름,품사 (일본어),풀이（意味）,등급
499,541,자다,01,동,동사,動詞,,A
500,543,연극,,명,명사,名詞,演劇,C
501,545,마찬가지,,명,명사,名詞,,B
502,546,걷다,"02, 03, 04",동,동사,動詞,"느릿느릿 ~, 소매를 ~, 빨래를 ~",A
503,547,노동,03,명,명사,名詞,勞動,C
504,548,이때,,명,명사,名詞,,A
505,549,과거,"02, 03",명,명사,名詞,"科擧, 過去",B
506,550,가치,06,명,명사,名詞,價値,C
507,552,집단,,명,명사,名詞,集團,C
508,553,현대,01,명,명사,名詞,現代,B
509,555,살펴보다,,동,동사,動詞,,B
510,556,장관,02,명,명사,名詞,長官,C
511,557,차이,,명,명사,名詞,差異,B
512,558,풀다,,동,동사,動詞,,B
513,559,시절,01,명,명사,名詞,時節,B
514,560,물건,,명,명사,名詞,物件,A
515,561,직접,,"부, 명","부사, 명사","副詞, 名詞",直接,B
516,562,개인,02,명,명사,名詞,個人,B
517,563,근데,01,부,부사,副詞,그런데,B
518,564,발,01,명,명사,名詞,신체의 일부,A
519,565,작가,01,명,명사,名詞,作家,B
520,566,효과,01,명,명사,名詞,效果,B
521,567,불교,,명,명사,名詞,佛敎,B
522,568,끌다,,동,동사,動詞,,B
523,569,대로,01,의,의존 명사,依存名詞,,C
524,572,빨리,,부,부사,副詞,,A
525,573,시작되다,01,동,동사,動詞,始作-,A
526,575,둘,01,수,수사,数詞,,A
527,577,설명하다,,동,동사,動詞,說明-,A
528,578,우주,02,명,명사,名詞,宇宙,C
529,579,시기,"04, 05",명,명사,名詞,"時期, 時機",C
530,580,마치,03,부,부사,副詞,,B
531,581,살,"01, 04","명, 의","명사, 의존 명사","名詞, 依存名詞","~을 빼다, 한 ~",A
532,582,생산,,명,명사,名詞,生産,C
533,583,바라다,01,동,동사,動詞,,B
534,584,강하다,02,형,형용사,形容詞,强-,B
535,585,경험,,명,명사,名詞,經驗,B
536,586,음악,01,명,명사,名詞,音樂,A
537,587,최고,02,명,명사,名詞,最高,B
538,588,나타내다,,동,동사,動詞,,B
539,589,아프다,,형,형용사,形容詞,,A
540,590,적다,"01, 02","동, 형","동사, 형용사","動詞, 形容詞","답을 ~, 경험이 ~",A
541,592,비,"01, 19",명,명사,名詞,"~가 내리다, 碑",A
542,593,고향,02,명,명사,名詞,故鄕,A
543,594,놀라다,,동,동사,動詞,,A
544,595,다양하다,01,형,형용사,形容詞,多樣-,B
545,596,울다,01,동,동사,動詞,울음을 ~,A
546,597,농민,,명,명사,名詞,農民,C
547,598,드러나다,,동,동사,動詞,,C
548,599,은행,02,명,명사,名詞,銀行,A
549,600,지내다,01,동,동사,動詞,,A
550,601,결혼,,명,명사,名詞,結婚,A
551,602,동생,01,명,명사,名詞,,A
552,603,법,01,"명, 의","명사, 의존 명사","名詞, 依存名詞",法,B
553,604,소설,03,명,명사,名詞,小說,B
554,606,오후,02,명,명사,名詞,午後,A
555,607,질서,03,명,명사,名詞,秩序,B
556,609,담다,01,동,동사,動詞,넣다,B
557,610,모이다,01,동,동사,動詞,,B
558,611,시민,,명,명사,名詞,市民,B
559,612,회장,07,명,명사,名詞,會長,B
560,613,빠르다,,형,형용사,形容詞,,A
561,614,스스로,,"부, 명","부사, 명사","副詞, 名詞",,B
562,615,아기,01,명,명사,名詞,,A
563,616,아저씨,,명,명사,名詞,,A
564,617,옛날,,명,명사,名詞,,A
565,618,이날,,명,명사,名詞,,B
566,619,제대로,,부,부사,副詞,,B
567,620,달,05,"의, 명","의존 명사, 명사","依存名詞, 名詞",,A
568,621,던지다,,동,동사,動詞,,B
569,622,참,"01, 03","부, 감, 의","부사, 감탄사, 의존 명사","副詞, 感嘆詞, 依存名詞","참으로, 이것 ~, 집에 가던 ~에",A
570,623,공간,05,명,명사,名詞,空間,B
571,624,이곳,,대,대명사,代名詞,,A
572,625,딸,01,명,명사,名詞,,A
573,626,마지막,,명,명사,名詞,,A
574,627,벌이다,,동,동사,動詞,,B
575,628,병원,02,명,명사,名詞,病院,A
576,630,자세,02,명,명사,名詞,姿勢,C
577,631,강조하다,,동,동사,動詞,强調-,B
578,632,경찰,04,명,명사,名詞,警察,A
579,633,맡다,"01, 02",동,동사,動詞,"담임을 ~, 냄새를 ~",B
580,634,저녁,,명,명사,名詞,,A
581,635,한편,,"부, 명","부사, 명사","副詞, 名詞",-便,B
582,636,그러면,,부,부사,副詞,,A
583,637,기자,05,명,명사,名詞,記者,B
584,638,넓다,,형,형용사,形容詞,,A
585,639,시험,03,명,명사,名詞,試驗,A
586,640,잠,01,명,명사,名詞,,A
587,641,주로,01,부,부사,副詞,主-,B
588,642,훨씬,,부,부사,副詞,,B
589,643,면,"04, 05, 07",명,명사,名詞,"面. 행정 단위, 面. 양쪽 ~, 綿",C
590,645,통일,02,명,명사,名詞,統一,B
591,646,들어서다,,동,동사,動詞,,B
592,647,건강,03,명,명사,名詞,健康,A
593,648,가깝다,,형,형용사,形容詞,,A
594,649,건물,03,명,명사,名詞,建物,A
595,650,시설,03,명,명사,名詞,施設,B
596,651,외국,02,명,명사,名詞,外國,A
597,652,밑,01,명,명사,名詞,,A
598,653,어른,01,명,명사,名詞,,A
599,654,주변,04,명,명사,名詞,周邊,B
600,655,대신,03,명,명사,名詞,代身,B
601,656,원인,02,명,명사,名詞,原因,C
602,657,팔다,,동,동사,動詞,,A
603,658,차례,01,명,명사,名詞,次例,B
604,659,군,"04, 05, 06","의, 명","의존 명사, 명사","依存名詞, 名詞","君, 軍, 郡",B
605,660,열심히,,부,부사,副詞,熱心-,A
606,661,일하다,,동,동사,動詞,,A
607,662,재산,,명,명사,名詞,財産,B
608,663,조금,01,"명, 부","명사, 부사","名詞, 副詞",,A
609,664,팀,01,명,명사,名詞,team,A
610,665,부모,01,명,명사,名詞,父母,A
611,666,약간,,"부, 명","부사, 명사","副詞, 名詞",若干,B
612,667,언어,01,명,명사,名詞,言語,C
613,668,요구하다,,동,동사,動詞,要求-,B
614,669,올라가다,,동,동사,動詞,,A
615,670,첫,,관,관형사,冠形詞,,B
616,671,감독,02,명,명사,名詞,監督,C
617,672,그날,,명,명사,名詞,,A
618,674,자주,01,부,부사,副詞,,A
619,675,당하다,01,동,동사,動詞,當-,C
620,676,삼다,02,동,동사,動詞,친구로 ~,C
621,677,약,"01, 03, 07","명, 관","명사, 관형사","名詞, 冠形詞","~이 오르다, 約, 藥",A
622,678,기간,07,명,명사,名詞,期間,B
623,679,담배,,명,명사,名詞,,A
624,680,일으키다,,동,동사,動詞,,B
625,681,일단,01,부,부사,副詞,一旦,C
626,682,할아버지,,명,명사,名詞,,A
627,683,조직,,명,명사,名詞,組織,C
628,684,태어나다,,동,동사,動詞,,A
629,685,공장,02,명,명사,名詞,工場,B
630,686,벌써,,부,부사,副詞,,A
631,687,즐기다,01,동,동사,動詞,,B
632,688,지,02,의,의존 명사,依存名詞,만난 ~ 오래되다,B
633,689,환자,03,명,명사,名詞,患者,A
634,690,변하다,,동,동사,動詞,變-,B
635,691,사고,"12, 14",명,명사,名詞,"事故, 思考",B
636,692,그래도,,불,분석 불능,分析不能,그리하여도,B
637,693,아무리,,부,부사,副詞,,B
638,694,맞추다,01,동,동사,動詞,,B
639,695,쌀,,명,명사,名詞,,B
640,696,일반,02,명,명사,名詞,一般,B
641,697,재미있다,,형,형용사,形容詞,,A
642,698,가르치다,01,동,동사,動詞,,A
643,699,대화,06,명,명사,名詞,對話,A
644,700,막다,01,동,동사,動詞,,B
645,701,올해,,명,명사,名詞,,A
646,702,형,"01, 05",명,명사,名詞,"兄, 型",A
647,703,달리,01,부,부사,副詞,,C
648,705,붙이다,,동,동사,動詞,,B
649,706,인물,,명,명사,名詞,人物,C
650,707,늘,,부,부사,副詞,,B
651,709,전국,03,명,명사,名詞,全國,B
652,711,마치다,02,동,동사,動詞,,B
653,713,다만,01,부,부사,副詞,,C
654,714,도움,,명,명사,名詞,,B
655,715,가정,"06, 07",명,명사,名詞,"家庭, 假定",B
656,716,걸다,02,동,동사,動詞,옷을 ~,A
657,717,빠지다,"01, 02",동,동사,動詞,"머리가 ~, 물에 ~",B
658,718,멀다,02,형,형용사,形容詞,갈 길이 ~,A
659,719,버스,02,명,명사,名詞,bus,A
660,721,오늘날,,명,명사,名詞,,B
661,722,잠시,,"부, 명","부사, 명사","副詞, 名詞",暫時,A
662,723,농업,,명,명사,名詞,農業,B
663,724,대다,01,동,동사,動詞,귀에 ~,C
664,725,식,04,의,의존 명사,依存名詞,式,B
665,726,의견,01,명,명사,名詞,意見,B
666,727,무대,06,명,명사,名詞,舞臺,C
667,728,사진,07,명,명사,名詞,寫眞,A
668,729,주장,03,명,명사,名詞,主張,C
669,730,표현하다,,동,동사,動詞,表現-,B
670,731,인하다,01,동,동사,動詞,因-,C
671,732,이상하다,,형,형용사,形容詞,異常-,B
672,733,제일,04,명,명사,名詞,第一,A
673,734,붙다,,동,동사,動詞,,B
674,735,아마,01,부,부사,副詞,,A
675,736,얘기하다,,동,동사,動詞,,A
676,737,잇다,01,동,동사,動詞,,C
677,739,경기,"05, 11",명,명사,名詞,"景氣, 競技",B
678,740,목적,03,명,명사,名詞,目的,B
679,741,태도,03,명,명사,名詞,態度,B
680,742,남성,01,명,명사,名詞,男性,B
681,743,주위,02,명,명사,名詞,周圍,B
682,744,대책,03,명,명사,名詞,對策,C
683,745,그만,02,부,부사,副詞,그 정도까지만,B
684,746,발생하다,,동,동사,動詞,發生-,B
685,747,다리,"01, 02",명,명사,名詞,"신체의 일부, 교량",A
686,748,아무,01,"관, 대","관형사, 대명사","冠形詞, 代名詞",,A
687,749,어쩌다,"01, 02","동, 부","동사, 부사","動詞, 副詞",,B
688,750,재료,01,명,명사,名詞,材料,B
689,751,각각,01,"부, 명","부사, 명사","副詞, 名詞",各各,B
690,752,결코,,부,부사,副詞,決-,C
691,753,옮기다,,동,동사,動詞,,B
692,754,항상,,부,부사,副詞,恒常,A
693,755,해,"01, 11","명, 의","명사, 의존 명사","名詞, 依存名詞",害,A
694,756,잃다,,동,동사,動詞,,A
695,757,자유,03,명,명사,名詞,自由,B
696,758,책임,,명,명사,名詞,責任,B
697,759,바뀌다,,동,동사,動詞,,B
698,760,비슷하다,02,형,형용사,形容詞,,A
699,761,심하다,,형,형용사,形容詞,甚-,B
700,762,경쟁,,명,명사,名詞,競爭,C
701,763,달러,,"의, 명","의존 명사, 명사","依存名詞, 名詞",dollar,A
702,764,사랑하다,,동,동사,動詞,,A
703,765,아니,"01, 02","부, 감","부사, 감탄사","副詞, 感嘆詞",,A
704,766,여름,01,명,명사,名詞,,A
705,767,자라다,01,동,동사,動詞,커지다,B
706,768,회,08,의,의존 명사,依存名詞,回,C
707,769,구체적,,명,명사,名詞,具體的,B
708,770,기회,03,명,명사,名詞,機會,B
709,771,실시하다,03,동,동사,動詞,實施-,C
710,773,지구,"03, 04",명,명사,名詞,"地區, 地球",B
711,774,번째,,의,의존 명사,依存名詞,番-,B
712,775,소비자,,명,명사,名詞,消費者,B
713,776,싫다,01,형,형용사,形容詞,,A
714,778,규모,,명,명사,名詞,規模,C
715,779,기준,03,명,명사,名詞,基準,B
716,781,반드시,,부,부사,副詞,,B
717,782,셈,01,의,의존 명사,依存名詞,,C
718,784,갖추다,,동,동사,動詞,,C
719,785,그러니까,,부,부사,副詞,,A
720,787,받아들이다,,동,동사,動詞,,B
721,788,값,,명,명사,名詞,,A
722,789,현장,03,명,명사,名詞,現場,C
723,790,건설,,명,명사,名詞,建設,C
724,791,꺼내다,,동,동사,動詞,,B
725,792,노동자,,명,명사,名詞,勞動者,B
726,793,동네,,명,명사,名詞,洞-,B
727,794,언제나,,부,부사,副詞,,A
728,795,완전히,,부,부사,副詞,完全-,B
729,796,자동차,,명,명사,名詞,自動車,A
730,797,전하다,,동,동사,動詞,傳-,B
731,798,존재하다,,동,동사,動詞,存在-,C
732,799,개월,,의,의존 명사,依存名詞,個月,A
733,801,별로,01,부,부사,副詞,別-,B
734,802,어린이,01,명,명사,名詞,,A
735,803,정하다,03,동,동사,動詞,定-,B
736,804,한마디,,명,명사,名詞,,C
737,805,유지하다,02,동,동사,動詞,維持-,C
738,806,이데올로기,,명,명사,名詞,&독Ideologie,C
739,807,공부하다,,동,동사,動詞,工夫-,A
740,808,대중,02,명,명사,名詞,大衆,B
741,809,늘어나다,,동,동사,動詞,,B
742,810,닦다,01,동,동사,動詞,,A
743,811,만,"01, 02, 06, 07","의, 관, 수","의존 명사, 관형사, 수사","依存名詞, 冠形詞, 数詞","십 년 ~에, 화를 낼 ~도 하다, 萬, 滿. ~ 3개월",A
744,812,말씀,,명,명사,名詞,,A
745,813,괜찮다,,형,형용사,形容詞,,A
746,814,눈물,01,명,명사,名詞,,A
747,815,각종,,명,명사,名詞,各種,B
748,816,빛,,명,명사,名詞,,B
749,818,피하다,,동,동사,動詞,避-,C
750,819,거치다,01,동,동사,動詞,,C
751,820,나아가다,,동,동사,動詞,,C
752,821,야,04,감,감탄사,感嘆詞,,B
753,822,지식,02,명,명사,名詞,知識,C
754,824,여전히,,부,부사,副詞,如前-,C
755,825,주인,01,명,명사,名詞,主人,A
756,826,발견하다,01,동,동사,動詞,發見-,B
757,827,선,14,명,명사,名詞,線,C
758,828,인류,01,명,명사,名詞,人類,C
759,829,특징,,명,명사,名詞,特徵,B
760,830,드리다,01,"보, 동","보조 용언, 동사","補助用言, 動詞","도와 ~, 인사를 ~",A
761,831,선수,05,명,명사,名詞,選手,B
762,832,형식,01,명,명사,名詞,形式,C
763,833,마련하다,,동,동사,動詞,,B
764,834,반,"07, 11",명,명사,名詞,"半, 班",A
765,835,발표하다,,동,동사,動詞,發表-,B
766,836,주제,04,명,명사,名詞,主題,B
767,837,걸치다,,동,동사,動詞,,C
768,838,겪다,,동,동사,動詞,,C
769,839,관점,02,명,명사,名詞,觀點,C
770,840,귀,01,명,명사,名詞,,A
771,842,기본,,명,명사,名詞,基本,B
772,843,미터,02,의,의존 명사,依存名詞,meter,A
773,844,사라지다,,동,동사,動詞,,B
774,845,어떠하다,,형,형용사,形容詞,,A
775,846,감정,06,명,명사,名詞,感情,B
776,847,기억,02,명,명사,名詞,記憶,B
777,848,놈,01,의,의존 명사,依存名詞,,C
778,849,인기,01,명,명사,名詞,人氣,B
779,851,아파트,,명,명사,名詞,apartment,A
780,852,가끔,,부,부사,副詞,,A
781,853,구성,07,명,명사,名詞,構成,C
782,855,실제로,,부,부사,副詞,實際-,C
783,856,짧다,,형,형용사,形容詞,,A
784,857,고맙다,01,형,형용사,形容詞,,A
785,858,관리,"01, 04",명,명사,名詞,"官吏, 管理",B
786,860,그곳,,대,대명사,代名詞,,A
787,861,달다,"03, 04, 05, 07","동, 보, 형","동사, 보조 용언, 형용사","動詞, 補助用言, 形容詞","단추를 ~, 무게를 ~, 빌려 다오, 돈을 다오, 맛",A
788,863,비롯하다,,동,동사,動詞,,C
789,865,과연,01,부,부사,副詞,果然,C
790,866,들리다,03,동,동사,動詞,소리가 ~,B
791,867,달리다,"01, 04",동,동사,動詞,"문에 종이 ~, 말을 ~",B
792,868,바쁘다,,형,형용사,形容詞,,A
793,869,이전,03,명,명사,名詞,以前,B
794,870,인정하다,,동,동사,動詞,認定-,C
795,871,자,"01, 04, 14, 18","명, 감, 의","명사, 감탄사, 의존 명사","名詞, 感嘆詞, 依存名詞","~로 재다, 字. 이름 석 ~, 者",B
796,872,중앙,01,명,명사,名詞,中央,C
797,873,나쁘다,01,형,형용사,形容詞,,A
798,874,불구하다,02,동,동사,動詞,不拘-,C
799,876,시키다,01,동,동사,動詞,,B
800,877,게임,,명,명사,名詞,game,A
801,878,국제,02,명,명사,名詞,國際,B
802,879,그룹,01,명,명사,名詞,group,B
803,880,인생,01,명,명사,名詞,人生,B
804,881,전통,06,명,명사,名詞,傳統,B
805,882,기르다,,동,동사,動詞,,B
806,884,잔,03,명,명사,名詞,盞,A
807,885,조사하다,12,동,동사,動詞,調査-,B
808,886,커다랗다,,형,형용사,形容詞,,B
809,890,시인,10,명,명사,名詞,詩人,B
810,891,언제,01,"부, 대","부사, 대명사","副詞, 代名詞",,A
811,892,외,04,의,의존 명사,依存名詞,外,B
812,893,평가,03,명,명사,名詞,評價,C
813,894,내려오다,,동,동사,動詞,,A
814,895,위치,01,명,명사,名詞,位置,B
815,896,줄이다,,동,동사,動詞,,B
816,898,가격,03,명,명사,名詞,價格,B
817,899,달라지다,,동,동사,動詞,,B
818,900,비다,01,동,동사,動詞,,C
819,901,삼국,,명,명사,名詞,三國,C
820,902,손님,,명,명사,名詞,,A
821,903,원하다,02,동,동사,動詞,願-,B
822,904,통신,01,명,명사,名詞,通信,B
823,905,확인하다,,동,동사,動詞,確認-,B
824,906,모임,01,명,명사,名詞,,B
825,909,웃음,,명,명사,名詞,,B
826,910,기계,07,명,명사,名詞,機械,B
827,912,물질,02,명,명사,名詞,物質,C
828,913,아나운서,,명,명사,名詞,announcer,B
829,914,뉴스,,명,명사,名詞,news,A
830,915,살아가다,,동,동사,動詞,,C
831,916,펴다,,동,동사,動詞,,B
832,919,수업,"03, 04",명,명사,名詞,"修業, 授業",A
833,920,겨울,,명,명사,名詞,,A
834,921,종교,,명,명사,名詞,宗敎,B
835,922,층,02,명,명사,名詞,層,A
836,924,자연스럽다,,형,형용사,形容詞,自然-,B
837,925,장,"22, 25","의, 명","의존 명사, 명사","依存名詞, 名詞","張. 종이 한 ~, 章",A
838,927,돌다,,동,동사,動詞,,B
839,928,식사,03,명,명사,名詞,食事,A
840,929,안다,01,동,동사,動詞,,A
841,930,이해,"03, 06",명,명사,名詞,"利害, 理解",B
842,931,잊다,01,동,동사,動詞,,A
843,932,제시하다,01,동,동사,動詞,提示-,C
844,934,불과하다,,형,형용사,形容詞,不過-,C
845,936,혹은,,부,부사,副詞,或-,B
846,937,엄청나다,,형,형용사,形容詞,,C
847,939,편,"04, 05, 09",의,의존 명사,依存名詞,"바람이 부는 ~, 기차 ~, 篇",B
848,940,텔레비전,,명,명사,名詞,television,A
849,941,파악하다,,동,동사,動詞,把握-,C
850,943,실천,01,명,명사,名詞,實踐,C
851,944,노력하다,01,동,동사,動詞,努力-,B
852,945,보호,01,명,명사,名詞,保護,B
853,947,씻다,,동,동사,動詞,,A
854,949,늦다,,"형, 동","형용사, 동사","形容詞, 動詞",,A
855,951,이웃,,명,명사,名詞,,B
856,952,편지,02,명,명사,名詞,便紙,A
857,953,공동,02,명,명사,名詞,共同,B
858,954,까닭,,명,명사,名詞,,B
859,955,방안,01,명,명사,名詞,方案,C
860,956,센티미터,,의,의존 명사,依存名詞,centimeter,A
861,957,팔,"01, 03","명, 수","명사, 수사","名詞, 数詞","신체의 일부, 八",A
